amount,hour,day_of_week,merchant_category,is_fraud
49.69,13,0,restaurant,0
30.81,4,5,grocery,0
22.34,1,2,grocery,0
33.47,4,2,online,0
8.93,10,2,grocery,0
9.99,10,1,restaurant,0
463.41,13,0,grocery,0
27.51,0,3,grocery,0
112.21,4,5,online,0
21.69,22,3,restaurant,0
56.99,10,0,grocery,0
29.55,13,6,grocery,0
77.17,17,3,restaurant,0
18.17,1,5,grocery,0
106.57,2,1,restaurant,0
89.11,9,1,travel,0
20.58,7,0,online,0
2.99,16,2,grocery,0
53.73,3,4,restaurant,0
1.96,13,4,grocery,0
8.4,15,5,online,0
506.53,3,5,restaurant,0
51.13,17,1,grocery,0
177.5,3,4,retail,0
159.41,17,3,grocery,0
108.14,9,0,retail,0
20.5,11,3,retail,0
16.06,12,3,online,0
55.11,5,1,restaurant,0
33.92,6,3,grocery,0
3.5,18,0,travel,0
132.64,13,6,retail,0
17.69,19,2,grocery,0
9.49,4,0,grocery,0
11.76,18,0,grocery,0
32.24,15,5,retail,0
232.62,3,3,grocery,0
26.32,20,2,grocery,0
27.32,23,5,travel,0
36.23,5,1,travel,0
39.0,22,6,grocery,0
32.69,3,2,grocery,0
16.82,22,3,restaurant,0
234.45,8,6,restaurant,0
2.58,13,4,online,0
33.26,9,4,online,0
22.16,0,4,restaurant,0
40.05,2,6,travel,0
19.29,14,0,grocery,0
1.46,18,3,grocery,0
39.85,0,3,restaurant,1
72.73,22,1,restaurant,0
62.3,8,0,grocery,0
1825.46,2,1,online,1
10.5,0,3,retail,0
22.77,23,5,grocery,0
18.36,17,0,restaurant,0
79.14,5,0,retail,0
48.0,6,6,restaurant,0
24.02,11,1,retail,0
522.96,7,3,restaurant,0
25.44,21,5,online,0
8.18,7,0,retail,0
107.33,21,6,retail,0
16.39,13,6,restaurant,0
50.57,2,0,retail,0
36.99,3,3,restaurant,0
6.55,5,5,restaurant,0
109.9,14,2,grocery,0
45.54,21,2,online,0
112.83,6,3,retail,0
174.93,19,4,retail,0
21.23,8,6,grocery,0
38.51,16,1,grocery,0
232.19,13,6,travel,0
21.35,2,2,grocery,0
37.99,10,4,travel,0
10.76,18,1,restaurant,0
12.93,20,2,grocery,0
34.5,15,3,restaurant,0
15.16,14,6,restaurant,0
122.57,15,5,restaurant,0
205.62,16,6,restaurant,0
101.81,6,3,grocery,0
50.85,4,6,online,0
54.41,7,3,grocery,0
354.39,6,3,retail,0
5.5,13,5,grocery,0
17.18,23,3,grocery,0
131.29,23,4,travel,0
201.11,12,0,restaurant,0
4.59,7,3,retail,0
14.84,18,2,grocery,0
10.01,12,2,travel,0
124.59,20,3,online,0
27.94,18,4,grocery,0
9.15,17,0,online,0
6.31,1,1,grocery,0
420.67,5,6,restaurant,0
83.17,0,4,retail,0
73.69,23,5,online,0
213.64,20,4,restaurant,0
70.99,9,4,grocery,0
123.25,7,3,online,0
41.38,18,2,restaurant,0
13.47,9,1,grocery,0
89.35,13,4,restaurant,0
15.59,13,1,restaurant,0
562.82,1,4,online,1
65.8,17,0,restaurant,0
33.79,10,6,online,0
33.41,5,3,restaurant,0
9.79,12,3,restaurant,0
36.73,22,5,retail,0
105.8,23,0,online,1
30.18,10,0,restaurant,0
16.84,3,4,grocery,0
55.03,1,4,grocery,0
364.29,19,4,retail,0
114.0,2,5,travel,0
83.0,0,4,grocery,0
3.11,23,5,restaurant,0
5.08,3,5,restaurant,0
8.04,2,2,online,0
12.21,7,2,grocery,0
192.37,16,1,grocery,0
63.3,5,5,restaurant,0
1.46,14,1,restaurant,0
71.73,20,4,grocery,0
37.16,10,0,restaurant,0
38.53,0,6,grocery,0
12.08,17,5,restaurant,0
36.29,13,0,retail,0
323.85,4,2,online,1
21.63,12,3,restaurant,0
144.05,5,5,travel,0
69.89,11,6,retail,0
81.02,7,6,grocery,0
50.63,23,6,restaurant,0
847.56,6,1,restaurant,0
30.12,10,3,retail,0
27.14,1,5,grocery,0
130.29,10,0,online,0
26.96,17,5,grocery,0
50.83,8,0,restaurant,0
17.1,17,3,restaurant,0
4.19,16,2,online,0
246.0,20,3,online,0
38.87,0,5,online,1
244.14,6,3,travel,0
79.3,9,0,restaurant,0
20.42,18,4,restaurant,0
19.69,20,5,restaurant,0
34.39,7,0,grocery,0
29.78,22,3,restaurant,0
31.43,21,0,grocery,0
30.62,3,0,online,1
65.51,16,2,retail,0
6.47,17,6,grocery,0
113.08,8,1,grocery,0
290.02,3,3,restaurant,0
15.17,7,2,retail,0
21.44,9,6,restaurant,0
14.85,12,3,restaurant,0
79.18,2,4,travel,0
19.86,1,5,online,0
27.86,13,5,online,0
42.81,2,4,online,0
363.86,13,3,online,0
82.18,3,6,travel,0
100.75,22,1,grocery,0
4.59,14,2,online,0
6.95,20,4,retail,0
21.0,19,4,restaurant,0
2.05,13,3,grocery,0
42.34,9,1,restaurant,0
66.69,20,4,retail,0
8.75,12,4,grocery,0
168.7,17,1,grocery,0
96.79,9,6,online,0
43.78,4,0,grocery,0
15.95,15,6,grocery,0
22.72,11,6,grocery,0
24.93,1,5,travel,0
50.49,15,0,restaurant,0
41.79,8,4,online,0
47.64,8,5,restaurant,0
105.75,13,0,restaurant,0
63.25,17,0,online,0
63.14,2,2,online,0
57.31,2,0,grocery,0
62.2,18,6,restaurant,0
42.65,8,5,restaurant,0
4.38,15,1,grocery,0
121.34,3,1,restaurant,0
10.66,23,5,retail,0
75.51,2,2,retail,0
42.14,17,1,retail,0
80.79,15,3,retail,0
80.6,20,3,grocery,0
21.57,4,1,grocery,0
10.5,3,4,restaurant,0
28.16,16,4,grocery,0
49.85,16,2,retail,0
91.71,15,3,restaurant,0
34.92,5,6,online,0
15.39,21,2,restaurant,0
285.22,21,2,retail,0
8.55,0,2,restaurant,0
20.05,17,3,retail,0
14.27,3,4,retail,0
6.48,11,0,grocery,0
559.47,4,0,retail,0
33.53,10,3,restaurant,0
10.67,12,3,retail,0
66.39,10,1,grocery,0
86.17,22,5,retail,0
80.16,14,6,restaurant,0
49.77,17,3,restaurant,0
12.91,20,6,retail,0
11.38,0,4,restaurant,0
64.39,2,4,grocery,0
6.09,18,0,retail,0
44.38,8,4,retail,0
33.88,23,4,restaurant,0
26.42,0,5,restaurant,0
106.07,18,6,retail,0
15.38,17,6,restaurant,0
24.47,23,0,restaurant,0
95.08,16,1,grocery,0
324.89,20,1,restaurant,0
1.37,20,0,retail,0
4.58,18,3,travel,0
17.65,15,5,retail,0
3.94,1,6,grocery,0
5.17,1,5,travel,0
31.65,16,5,retail,0
1081.47,2,5,grocery,0
295.31,11,5,retail,0
1.53,5,0,travel,0
91.6,1,6,grocery,0
7.33,21,5,grocery,0
7.38,23,5,restaurant,0
114.81,9,0,online,0
84.11,21,0,online,0
10.7,4,0,retail,0
35.55,7,1,retail,0
12.73,20,1,grocery,0
53.84,8,2,restaurant,0
3.72,12,2,retail,0
77.99,6,0,grocery,0
430.87,3,2,retail,0
24.17,22,1,restaurant,0
41.89,13,4,online,0
4.86,6,2,retail,0
6.71,14,3,grocery,0
163.01,22,3,grocery,0
36.9,1,2,retail,0
22.16,11,0,online,0
92.92,11,3,grocery,0
48.47,6,3,retail,0
37.17,12,1,restaurant,0
7.31,17,0,retail,0
7.97,15,2,online,0
246.96,9,2,grocery,0
4.23,18,4,retail,0
16.27,14,6,restaurant,0
361.11,2,4,grocery,0
13.58,17,2,online,0
44.26,18,3,grocery,0
18.82,21,4,restaurant,0
71.77,9,5,restaurant,0
12.04,1,4,restaurant,0
1.42,15,5,grocery,0
63.61,4,4,grocery,0
55.4,1,1,grocery,0
43.79,0,6,grocery,0
32.99,5,1,retail,0
56.65,11,1,restaurant,0
48.59,7,4,online,0
8.26,5,3,retail,0
44.43,1,5,grocery,0
34.33,17,6,grocery,0
20.16,20,2,online,0
24.94,16,1,restaurant,0
131.12,7,0,grocery,0
4.97,13,6,restaurant,0
14.32,16,2,restaurant,0
17.58,14,5,retail,0
43.39,7,2,retail,0
90.67,20,5,retail,0
11.01,11,1,retail,0
43.07,18,6,grocery,0
19.47,9,0,retail,0
187.79,21,5,retail,0
16.63,19,0,grocery,0
30.6,17,3,retail,0
34.58,5,6,grocery,0
30.75,12,4,travel,0
19.94,3,0,retail,0
26.49,16,3,grocery,0
38.17,15,6,online,0
24.92,0,3,retail,0
30.98,9,2,restaurant,0
9.01,4,6,online,0
74.79,10,0,retail,0
6.3,21,4,grocery,0
39.07,5,2,grocery,0
99.32,19,2,grocery,0
53.46,18,5,restaurant,0
150.83,2,2,grocery,0
11.01,9,3,restaurant,0
6.06,21,5,grocery,0
36.49,21,6,retail,0
112.24,14,1,restaurant,0
134.27,1,0,restaurant,0
529.44,16,0,grocery,0
216.79,10,0,restaurant,0
60.14,23,2,restaurant,0
28.02,8,0,restaurant,0
85.2,23,2,grocery,0
80.41,21,6,online,0
105.38,17,3,grocery,0
68.11,10,3,grocery,0
7.65,16,3,retail,0
11.9,23,2,restaurant,0
16.69,2,5,restaurant,0
389.73,7,4,retail,0
189.14,20,4,restaurant,0
17.55,16,2,retail,0
36.95,2,3,restaurant,0
77.75,10,3,online,0
91.36,12,5,online,0
19.71,1,6,online,1
109.2,20,5,online,0
4.38,16,4,retail,0
1.87,21,0,travel,0
28.53,12,2,retail,0
69.11,16,0,restaurant,0
242.42,17,2,online,0
37.55,23,2,grocery,0
71.37,8,4,retail,0
56.24,18,6,retail,0
59.59,4,4,restaurant,0
41.15,16,6,retail,0
13.18,20,3,grocery,0
98.46,0,3,restaurant,0
19.07,6,3,retail,0
22.31,7,0,grocery,0
30.5,13,1,restaurant,0
41.94,18,0,retail,0
54.24,20,3,restaurant,0
78.15,15,0,grocery,0
108.82,10,3,grocery,0
3.82,23,5,restaurant,1
12.98,7,3,retail,0
41.31,23,2,grocery,0
41.96,18,3,restaurant,0
256.94,10,2,retail,0
26.48,19,1,retail,0
72.07,11,5,retail,0
10.04,10,1,retail,0
6.49,8,1,retail,0
136.66,6,4,retail,0
141.38,16,5,grocery,0
19.61,12,1,restaurant,0
5.14,15,3,restaurant,0
5.79,4,3,restaurant,0
33.89,1,6,travel,0
1.83,3,0,grocery,0
16.68,10,3,online,0
180.11,22,5,online,0
40.17,19,5,restaurant,0
88.52,8,6,grocery,0
13.27,2,1,restaurant,0
87.87,15,0,retail,0
49.39,13,5,restaurant,0
23.03,7,5,online,0
16.48,7,5,grocery,0
78.1,15,2,retail,0
19.52,4,1,retail,0
4.19,8,3,retail,0
27.17,22,6,retail,0
723.71,5,1,grocery,0
200.63,1,6,restaurant,0
10.08,19,0,grocery,0
2089.87,10,0,retail,0
11.56,18,1,travel,0
77.66,2,4,retail,0
20.7,13,4,retail,0
164.81,21,1,restaurant,0
8.73,20,2,retail,0
18.43,23,6,grocery,0
47.98,9,1,grocery,0
49.74,0,5,online,0
632.63,22,4,restaurant,0
38.46,20,5,restaurant,0
12.7,7,4,grocery,0
241.98,14,3,grocery,0
3.86,8,4,grocery,0
3.78,22,5,grocery,0
84.82,6,5,retail,0
80.07,15,4,online,0
44.12,22,0,restaurant,0
20.66,5,4,grocery,0
4.37,17,3,retail,0
98.07,10,2,grocery,0
78.99,13,5,grocery,0
31.28,18,5,grocery,0
42.13,22,0,online,0
20.91,2,4,grocery,0
66.48,14,2,online,0
28.23,22,5,grocery,0
43.59,14,3,retail,0
60.56,10,5,online,0
43.35,22,3,grocery,0
17.61,7,0,travel,0
42.87,16,6,retail,0
24.11,11,4,restaurant,0
34.29,14,1,retail,0
19.44,20,0,retail,0
12.45,12,6,grocery,0
83.35,22,4,grocery,0
87.75,5,1,online,0
53.21,22,1,travel,0
92.02,7,0,online,0
81.14,6,0,restaurant,0
67.9,9,0,online,0
32.03,23,2,retail,1
7.01,6,2,restaurant,0
17.16,18,3,restaurant,0
15.14,21,6,restaurant,0
15.09,15,5,travel,0
7.13,14,5,grocery,0
17.71,17,2,grocery,0
59.86,10,1,grocery,0
9.63,7,2,restaurant,0
198.73,15,2,restaurant,0
33.44,6,6,restaurant,0
5.83,6,2,online,0
30.75,18,2,retail,0
11.9,6,3,restaurant,0
16.29,15,4,online,0
15.21,19,6,retail,0
3.68,19,1,retail,0
82.62,3,4,restaurant,0
30.43,9,6,online,0
29.2,14,2,restaurant,0
195.61,1,6,retail,0
3.5,2,5,retail,0
3.98,3,6,retail,0
15.96,21,1,restaurant,0
14.55,16,6,restaurant,0
20.16,17,5,grocery,0
51.41,15,1,grocery,0
13.35,15,6,grocery,0
5.3,16,5,grocery,0
37.83,17,6,grocery,0
25.33,19,6,retail,0
28.7,14,6,retail,0
99.66,0,2,grocery,0
31.77,17,2,restaurant,0
113.42,15,4,online,0
110.31,8,2,online,0
37.31,4,6,grocery,0
27.26,3,4,online,0
389.48,16,4,grocery,0
30.78,21,4,grocery,0
93.64,0,1,online,0
7.7,18,6,grocery,0
21.33,6,5,restaurant,0
97.35,4,6,restaurant,0
7.71,5,0,grocery,0
46.9,4,2,grocery,0
77.92,11,6,restaurant,0
21.3,23,0,grocery,0
155.7,10,1,restaurant,0
45.2,16,6,restaurant,0
67.0,3,1,online,0
51.41,17,1,retail,0
13.13,19,0,online,0
115.23,1,5,online,0
176.31,23,5,retail,0
60.37,4,5,online,0
2.4,22,3,retail,0
144.16,8,0,grocery,0
144.36,12,6,online,0
200.3,10,3,retail,0
7.3,13,0,grocery,0
38.04,12,6,retail,0
13.88,6,4,grocery,0
73.67,20,2,grocery,0
138.19,14,2,online,0
3.32,12,5,restaurant,0
24.76,2,3,online,0
124.33,21,0,restaurant,0
31.09,3,3,restaurant,0
40.86,11,5,retail,0
60.25,5,5,restaurant,0
23.48,14,6,online,0
25.2,6,4,grocery,0
8.59,12,2,grocery,0
10.89,15,6,retail,0
25.76,18,2,online,0
34.38,10,6,restaurant,0
850.58,0,5,restaurant,1
48.23,15,1,restaurant,0
84.23,3,4,restaurant,0
10.63,19,5,restaurant,0
5.91,10,4,grocery,0
74.12,0,2,retail,0
41.97,15,4,online,0
885.92,2,5,retail,1
41.22,11,5,retail,0
11.81,0,0,online,0
29.92,21,6,online,0
31.95,19,3,restaurant,0
24.38,19,2,retail,0
68.75,15,4,retail,0
14.06,4,3,retail,0
82.37,3,1,grocery,0
69.42,15,5,grocery,0
33.02,7,1,grocery,0
268.36,3,4,restaurant,0
42.12,17,1,restaurant,0
10.43,4,3,online,0
29.16,13,0,retail,0
35.35,17,5,restaurant,0
140.53,12,5,restaurant,0
22.4,21,5,restaurant,0
24.2,13,0,grocery,0
51.29,19,0,restaurant,0
16.78,18,0,grocery,0
52.92,12,0,retail,0
31.85,2,2,online,0
76.77,11,0,grocery,0
22.03,2,3,retail,0
34.82,3,5,grocery,0
80.75,3,1,retail,0
7.52,20,3,retail,0
36.42,17,0,travel,0
12.49,19,5,online,0
3.97,7,5,grocery,0
31.95,5,5,restaurant,0
65.43,21,5,online,0
10.16,2,3,retail,0
13.06,12,4,retail,0
65.5,6,0,retail,0
141.68,6,0,online,0
12.25,15,6,online,0
3.35,1,0,grocery,0
2.59,13,3,online,0
50.52,9,0,restaurant,0
131.22,20,4,grocery,0
80.05,0,3,retail,0
63.19,4,0,retail,0
81.72,10,6,retail,0
16.61,10,6,online,0
4.28,3,2,retail,0
1.27,22,5,travel,0
47.09,7,2,restaurant,0
237.6,20,2,grocery,0
25.71,4,0,retail,0
37.1,0,2,grocery,0
35.78,3,0,retail,0
46.69,5,6,grocery,0
22.91,16,2,travel,0
20.24,4,3,retail,0
91.93,17,1,restaurant,0
31.01,17,0,online,0
30.36,5,1,restaurant,0
40.45,1,4,online,0
27.32,16,4,online,0
6.87,5,3,online,0
15.81,21,1,retail,0
66.63,17,2,restaurant,0
37.85,3,5,retail,0
5.63,12,1,online,0
3646.24,1,5,online,1
20.1,5,0,online,0
98.7,14,6,online,0
69.15,2,0,restaurant,0
119.18,9,3,grocery,0
82.84,18,1,retail,0
36.43,3,1,retail,0
9.57,12,4,retail,0
4.38,6,1,restaurant,0
348.13,20,3,retail,0
7.7,3,1,retail,0
83.12,3,1,restaurant,0
112.11,2,3,retail,1
9.95,16,6,grocery,0
31.51,6,0,grocery,0
7.94,13,2,grocery,0
49.32,7,6,grocery,0
4.84,14,1,online,0
139.24,20,0,retail,0
37.16,19,6,retail,0
277.44,9,1,restaurant,0
34.79,3,5,restaurant,0
47.87,12,6,retail,0
5.15,10,0,grocery,0
18.84,21,2,online,0
656.62,15,3,grocery,0
38.29,18,0,restaurant,0
5.57,17,0,grocery,0
167.27,4,5,retail,1
125.48,2,3,retail,0
64.37,10,0,grocery,0
24.36,11,3,grocery,0
393.14,10,6,retail,0
2.84,13,1,restaurant,0
4.29,22,5,retail,0
58.27,10,6,restaurant,0
44.17,19,0,retail,0
44.01,1,5,grocery,0
116.5,21,2,retail,0
57.41,21,1,grocery,0
6.38,5,1,grocery,0
28.58,10,4,grocery,0
31.99,16,2,travel,0
64.73,18,1,restaurant,0
2.58,21,3,retail,0
40.93,16,0,grocery,0
18.42,17,4,restaurant,0
157.27,15,5,grocery,0
86.21,11,3,retail,0
56.98,9,0,grocery,0
153.8,13,2,grocery,0
193.6,12,4,retail,0
10.27,17,5,grocery,0
64.58,16,4,retail,0
39.69,17,1,online,0
288.35,20,3,retail,0
18.18,22,3,grocery,0
44.88,7,5,grocery,0
8.7,21,5,retail,0
11.53,15,5,grocery,0
7.08,10,0,grocery,0
9.34,1,4,online,0
34.7,23,5,grocery,0
156.03,12,2,grocery,0
4.84,11,0,online,0
38.28,6,4,grocery,0
19.21,9,5,grocery,0
69.45,11,5,grocery,0
21.79,0,3,online,0
263.6,1,2,grocery,0
18.4,10,6,restaurant,0
10.68,18,2,restaurant,0
151.14,12,1,grocery,0
10.2,0,4,retail,0
11.25,12,5,restaurant,0
60.32,13,3,restaurant,0
5.31,12,0,restaurant,0
3.62,9,2,restaurant,0
19.01,17,6,retail,0
33.7,23,0,travel,0
356.92,13,6,retail,0
124.29,14,4,grocery,0
43.61,6,2,retail,0
49.81,17,5,retail,0
39.43,22,6,restaurant,0
4.27,10,4,grocery,0
29.55,12,0,restaurant,0
14.5,3,1,grocery,0
15.61,13,6,grocery,0
157.08,1,3,retail,0
62.8,16,5,retail,0
11.05,3,2,restaurant,0
2.26,15,6,retail,0
8.99,23,6,online,0
453.8,22,2,restaurant,0
5.8,22,4,restaurant,0
19.23,4,0,online,0
10.35,19,4,grocery,0
84.94,15,3,grocery,0
186.21,19,5,restaurant,0
34.33,12,3,grocery,0
99.81,6,3,restaurant,0
9.82,3,5,grocery,0
122.37,17,2,restaurant,0
285.62,4,3,retail,1
42.96,4,3,retail,0
15.89,17,2,restaurant,0
42.12,15,4,grocery,0
129.06,10,3,grocery,0
18.99,22,6,grocery,0
31.2,21,4,grocery,0
331.98,4,1,grocery,0
362.74,12,4,restaurant,0
11.53,13,3,retail,0
68.57,21,5,online,0
30.87,3,6,online,0
39.45,1,5,grocery,0
55.15,22,2,grocery,0
88.53,12,2,grocery,0
14.67,7,0,grocery,0
188.43,0,2,restaurant,0
8.21,12,5,grocery,0
24.88,21,1,grocery,0
51.41,12,3,retail,0
14.91,8,5,retail,0
110.79,19,4,restaurant,0
44.83,15,0,grocery,0
17.94,1,4,grocery,0
20.67,9,5,online,0
23.2,5,1,retail,0
29.83,5,3,online,0
50.14,22,6,travel,0
10.25,9,6,retail,0
100.32,8,5,grocery,0
28.37,4,0,restaurant,0
147.02,15,1,restaurant,0
12.48,5,6,retail,0
48.9,13,3,restaurant,0
168.99,16,6,restaurant,0
8.06,3,0,grocery,0
28.35,11,3,online,0
53.4,2,0,online,0
107.37,15,5,restaurant,0
30.4,15,4,retail,0
58.33,8,0,restaurant,0
19.97,10,6,retail,0
72.54,16,4,retail,0
356.89,18,5,restaurant,0
6.87,12,3,online,0
19.39,22,0,online,0
18.82,4,1,grocery,0
30.27,16,2,grocery,0
32.83,9,6,retail,0
9.01,4,6,retail,0
7.61,23,3,restaurant,0
7.32,6,3,restaurant,0
62.66,16,6,grocery,0
8.93,5,0,retail,0
38.66,16,2,grocery,0
21.45,20,6,retail,0
44.64,22,3,grocery,0
5.69,15,6,grocery,0
37.42,22,5,retail,0
13.48,18,6,grocery,0
2.63,16,0,grocery,0
4.93,16,5,online,0
123.84,9,6,grocery,0
35.93,17,6,grocery,0
25.9,19,0,retail,0
18.92,4,6,restaurant,0
33.45,5,2,grocery,0
19.45,2,2,grocery,0
8.83,3,4,grocery,0
129.16,11,2,grocery,0
63.41,17,4,restaurant,0
23.59,16,5,travel,0
2.4,19,6,grocery,0
29.38,3,6,restaurant,0
6.65,18,1,online,0
25.2,17,0,grocery,0
6.44,13,3,online,0
52.79,7,0,grocery,0
19.35,17,6,grocery,0
6.2,22,3,grocery,0
16.62,5,1,retail,0
56.07,18,4,grocery,0
101.94,6,2,online,0
32.16,0,1,restaurant,0
46.51,18,1,grocery,0
240.42,3,5,retail,0
260.49,10,2,restaurant,0
18.55,10,2,restaurant,0
10.34,1,2,restaurant,0
39.76,22,0,restaurant,0
52.0,23,5,retail,0
115.68,22,2,online,0
7.94,11,0,restaurant,0
37.96,8,3,grocery,0
42.24,14,3,grocery,0
5.7,14,6,grocery,0
15.87,0,6,retail,1
57.6,7,4,grocery,0
5.06,6,3,online,0
85.75,0,2,restaurant,0
11.01,2,3,online,0
91.09,7,3,online,0
49.12,13,4,retail,0
23.98,4,1,retail,0
29.8,10,3,retail,0
74.54,12,4,restaurant,0
44.98,6,0,online,0
52.7,6,2,grocery,0
144.94,11,2,grocery,0
30.03,23,3,retail,0
1.42,13,4,retail,0
16.9,22,5,retail,0
6.44,21,2,online,0
39.02,13,2,grocery,0
42.57,7,1,restaurant,0
5.3,19,3,online,0
77.08,20,6,grocery,0
10.12,15,0,grocery,0
36.51,17,1,grocery,0
5.83,17,6,retail,0
52.93,13,0,grocery,0
188.01,10,2,restaurant,0
15.86,12,6,restaurant,0
262.01,6,2,online,0
50.08,11,1,retail,0
95.99,4,2,online,1
117.68,22,6,grocery,0
9.56,20,1,retail,0
37.69,6,0,retail,0
191.49,12,5,grocery,0
44.06,21,1,restaurant,0
171.51,0,2,grocery,0
47.5,11,6,retail,0
2.49,23,5,grocery,0
21.62,20,3,grocery,0
22.01,21,0,restaurant,0
108.96,7,0,grocery,0
13.8,1,4,grocery,0
91.24,5,0,grocery,0
5.01,10,0,grocery,0
33.59,22,6,retail,0
84.91,5,0,restaurant,0
13.92,16,0,retail,0
24.62,16,3,retail,0
7.14,8,4,grocery,0
4.01,11,1,grocery,0
62.6,1,1,online,0
56.71,9,6,online,0
65.21,14,3,grocery,0
230.32,12,3,online,0
53.67,23,5,grocery,0
66.67,22,1,online,0
76.22,22,1,grocery,0
20.41,18,5,grocery,0
29.91,11,2,grocery,0
84.48,9,5,grocery,0
28.5,13,0,grocery,0
6.71,0,0,grocery,0
10.55,17,5,online,0
138.33,7,3,grocery,0
8.11,8,1,online,0
25.0,23,4,retail,0
55.77,22,6,online,0
10.19,10,0,grocery,0
5.47,4,0,retail,0
114.85,18,5,retail,0
7.59,17,5,grocery,0
64.01,12,5,travel,0
1.89,18,3,restaurant,0
13.03,14,4,grocery,0
29.43,19,2,restaurant,0
71.79,18,0,grocery,0
4.28,12,3,online,0
40.66,16,5,retail,0
66.47,18,2,travel,0
11.03,15,5,retail,0
34.32,18,3,retail,0
34.83,17,1,restaurant,0
49.2,16,3,restaurant,0
39.88,15,3,restaurant,0
81.43,9,5,grocery,0
13.62,0,0,retail,0
37.98,3,3,grocery,0
33.0,22,2,grocery,0
237.74,17,6,grocery,0
226.31,6,0,grocery,0
31.2,5,3,grocery,0
11.99,5,3,retail,0
14.96,17,1,online,0
78.49,13,3,restaurant,0
68.0,4,2,retail,0
26.95,20,2,restaurant,0
223.92,14,2,restaurant,0
61.65,6,0,grocery,0
3.49,2,6,grocery,0
29.4,8,1,grocery,0
5.87,18,1,online,0
12.86,9,5,retail,0
239.44,11,0,restaurant,0
3.54,3,5,restaurant,0
28.91,20,2,grocery,0
46.72,23,6,retail,0
967.95,6,0,restaurant,0
179.4,5,4,retail,0
14.07,6,2,restaurant,0
5.63,10,3,online,0
6.7,14,2,grocery,0
1.22,19,1,retail,0
2.01,5,4,restaurant,0
36.66,2,4,grocery,0
305.3,0,2,restaurant,0
12.01,19,3,restaurant,0
193.64,21,4,restaurant,0
9.57,22,6,online,0
40.64,21,6,restaurant,0
47.0,9,2,restaurant,0
16.25,18,4,restaurant,0
20.99,15,6,retail,0
76.83,8,3,restaurant,0
6.75,15,2,restaurant,0
20.56,7,2,grocery,0
86.06,0,1,grocery,0
7.03,18,5,grocery,0
13.56,9,2,grocery,0
33.34,0,0,grocery,0
219.93,1,1,grocery,0
5.86,2,6,restaurant,0
13.04,4,5,restaurant,0
9.05,14,5,retail,0
27.4,22,3,grocery,0
12.63,21,0,grocery,0
34.29,13,1,restaurant,0
55.98,22,1,retail,0
21.35,7,6,retail,0
11.42,5,5,grocery,0
11.18,18,4,grocery,0
187.39,15,4,grocery,0
28.5,9,4,online,0
1.75,14,6,grocery,0
32.45,12,3,restaurant,0
59.28,20,0,online,0
22.83,20,2,online,0
95.24,2,0,retail,0
39.04,21,2,restaurant,0
4.35,23,1,online,0
21.8,3,5,retail,0
76.22,23,6,restaurant,0
89.27,5,2,online,0
44.23,19,1,grocery,0
41.28,15,4,restaurant,0
21.83,14,6,retail,0
15.01,9,1,grocery,0
82.31,4,3,restaurant,0
7.57,0,4,restaurant,0
28.2,9,1,online,0
21.78,2,3,retail,0
4.09,16,4,online,0
557.12,8,5,grocery,0
30.33,4,4,retail,0
13.08,6,0,online,0
85.5,16,4,restaurant,0
170.05,23,4,retail,0
6.35,13,4,grocery,0
37.33,1,1,grocery,0
326.74,7,0,retail,0
22.05,15,6,restaurant,0
63.77,21,3,retail,0
11.21,20,1,online,0
31.84,2,6,grocery,0
44.05,16,6,grocery,0
78.36,20,6,grocery,0
39.02,3,4,restaurant,0
7.89,9,5,online,0
90.97,22,0,retail,0
113.44,14,5,travel,0
140.7,14,5,restaurant,0
8.72,23,0,grocery,0
62.4,4,4,retail,0
52.23,16,2,grocery,0
113.71,11,3,retail,0
30.98,19,0,grocery,0
50.81,7,4,restaurant,0
161.55,21,5,retail,0
151.9,1,4,grocery,0
196.89,19,5,online,0
351.8,13,1,retail,0
5.67,1,3,restaurant,0
5.89,16,5,grocery,0
52.96,2,3,retail,0
1.58,0,4,grocery,0
11.6,18,1,retail,0
31.47,18,0,restaurant,0
101.89,20,0,grocery,0
97.96,11,3,restaurant,0
110.94,5,3,grocery,0
36.13,23,0,online,0
191.71,2,1,grocery,0
15.9,0,3,grocery,0
45.02,12,5,restaurant,0
3.86,9,6,restaurant,0
26.21,3,6,online,0
6.77,23,0,online,0
17.84,3,5,online,0
29.11,16,6,restaurant,0
24.66,13,1,restaurant,0
7.22,7,0,online,0
36.23,0,5,travel,0
131.02,8,4,restaurant,0
14.73,16,3,restaurant,0
17.95,15,6,online,0
52.16,21,5,retail,0
64.58,6,1,retail,0
34.83,0,2,grocery,0
2.42,16,2,grocery,0
35.92,16,0,grocery,0
17.39,1,4,online,0
45.06,1,6,restaurant,0
6.01,20,2,restaurant,0
6.22,15,6,retail,0
0.83,13,3,grocery,0
5.97,9,5,retail,0
49.23,23,5,retail,0
23.46,9,6,retail,0
35.21,14,5,retail,0
117.85,14,1,grocery,0
2.01,19,0,grocery,0
91.6,12,1,restaurant,0
61.06,20,1,travel,0
23.98,18,0,restaurant,0
33.24,19,0,travel,0
100.56,13,0,travel,0
24.31,21,0,restaurant,0
64.22,4,0,retail,0
94.71,7,4,travel,0
24.1,23,3,online,0
31.32,19,3,restaurant,0
50.89,21,4,grocery,0
99.29,8,6,retail,0
61.12,0,5,grocery,0
98.09,1,6,grocery,0
